baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
7.213171514,0.148566853,0.199307338,0.745415872,0.456020352,0.710253921,ATP11C
11.16359815,0.147619955,0.429466296,0.343728848,0.731050214,0.877040723,GPR183
14.98142342,0.14740838,0.190663078,0.773135425,0.439442238,0.697521538,APMAP
12.14783872,0.147067274,0.136573639,1.076834992,0.281553989,0.551376563,WDR13
67.67369547,0.145798486,0.1227331,1.18793126,0.234860493,0.514119271,VDAC2
619.1907732,0.144437054,0.241732538,0.597507705,0.550168464,0.769338084,CD74
16.31353859,0.142469233,0.141010946,1.010341659,0.312331629,0.588568329,CD302
34.28486228,0.142018821,0.104074395,1.364589445,0.172382124,0.434002404,RALY
53.93883414,0.137754949,0.219530881,0.62749691,0.530333561,0.753979565,ITM2A
12.72582885,0.134292469,0.221292341,0.606855475,0.543946829,0.763543869,SLC44A1
5.075160089,0.132465163,0.197545289,0.670555917,0.502503473,0.743519028,PLOD3
15.16279608,0.132241722,0.133826427,0.988158511,0.323075024,0.59794873,UBA1
9.900503489,0.131952259,0.18389789,0.717530032,0.473047113,0.720894071,TMEM106A
30.91546591,0.131260511,0.140848493,0.931926987,0.35137426,0.628071663,TM9SF3
3.331086559,0.130692316,0.333934196,0.391371466,0.695522681,0.861243932,PLXNA3
4.648570201,0.129892188,0.19662792,0.660598901,0.508869574,0.748967951,NAGPA
27.57678506,0.12948201,0.127237603,1.017639493,0.308849312,0.585226059,IDH2
43.03640536,0.128425294,0.131456047,0.97694474,0.32859651,0.602175715,BSG
19.8839154,0.125244787,0.154581991,0.8102159,0.417816101,0.688096321,RNF149
16.65275152,0.121774303,0.155066642,0.785303023,0.432275924,0.695278424,CLDND1
26.29353407,0.117819063,0.103422148,1.139205331,0.254617522,0.524328352,LAMP1
35.80064209,0.116681069,0.118682787,0.983133886,0.325541549,0.59794873,LAMP2
15.02246142,0.115654173,0.144115947,0.802507808,0.422259274,0.689949202,GMPS
98.54825437,0.114920778,0.085258513,1.347909715,0.177687423,0.443663285,PTGES3
2.548971102,0.113860108,0.291217948,0.390979021,0.695812743,0.861243932,NAGLU
10.44840849,0.112442098,0.295195474,0.380907255,0.703272069,0.863350604,UBASH3B
4.756238982,0.112400899,0.177058452,0.634823683,0.525543416,0.749837837,CASP7
6.53651869,0.111053156,0.239949095,0.46281965,0.643493645,0.831682812,MFSD12
22.79173784,0.109762311,0.143939707,0.762557553,0.445727307,0.701055352,GOLIM4
4.625427993,0.10765011,0.444924723,0.241951289,0.808817908,0.929226017,JAG1
18.05944526,0.107173457,0.166371147,0.644182954,0.519456803,0.749837837,PPT1
6.282915844,0.106771808,0.494519587,0.21591017,0.829057769,0.931669701,STAB1
6.864290738,0.106714703,0.35180286,0.303336655,0.761633315,0.896237141,PLAU
27.80949142,0.10346425,0.116637083,0.88706137,0.375045861,0.648125445,RPN1
38.68875619,0.101412721,0.167427241,0.605712188,0.544705889,0.763543869,CTSD
19.10938329,0.10085818,0.154450352,0.653013595,0.513747514,0.749837837,KIDINS220
5.94711692,0.100418925,0.173066631,0.580232738,0.561757679,0.773768251,SLC41A3
8.983365659,0.100274082,0.244261788,0.410518907,0.681425337,0.857415502,SLC26A2
11.27948644,0.0993102,0.324987572,0.305581531,0.759923285,0.895543812,SLC2A5
17.24222746,0.098691488,0.130264353,0.757624671,0.448675707,0.70196769,RNF13
28.78737857,0.098398962,0.109304604,0.900227056,0.367999431,0.647723498,SSR1
19.9680505,0.097774937,0.123417099,0.792231697,0.42822559,0.694686535,ATP6AP1
3.25798104,0.096678707,0.517152466,0.186944303,0.851704303,0.941286031,CLEC7A
2.491285101,0.094956177,0.339213818,0.279930156,0.779531091,0.909108701,THBS3
24.3483603,0.0948397,0.10098684,0.939129301,0.347664362,0.625012903,APH1A
9.147875916,0.094740657,0.524726616,0.180552414,0.85671891,0.943879352,MARCKS
5.957102652,0.093874512,0.252684754,0.371508412,0.710258892,0.867403502,DPEP2
5.212052705,0.093613673,0.428477296,0.218479892,0.827055224,0.931669701,CD79A
34.26932984,0.09161473,0.11857978,0.772599934,0.439759183,0.697521538,TMED2
4.041102893,0.091489212,0.249701683,0.366394053,0.714071057,0.867403502,MGAT5
42.03443979,0.091171671,0.110004137,0.828802194,0.407216346,0.682108723,UQCRC2
5.32090424,0.090296061,0.483167526,0.186883546,0.85175194,0.941286031,VNN1
9.696416308,0.090103136,0.204011206,0.441657778,0.658736867,0.843478777,NOTCH2
16.60043256,0.089936422,0.125520785,0.716506213,0.473678833,0.720894071,ACAA1
16.46857068,0.089156048,0.186652127,0.47765889,0.632893008,0.82492906,DMTF1
4.032122811,0.087058873,0.25548524,0.340758912,0.733285085,0.878402973,CLSTN3
95.97645698,0.086973388,0.13892243,0.626057199,0.531277424,0.753979861,SPN
6.189661947,0.085767038,0.221746748,0.386779239,0.698919648,0.861785184,EXTL2
4.213098632,0.085344111,0.234656724,0.363697699,0.716083762,0.868210813,CLCN6
9.594632983,0.084690024,0.353390116,0.239650233,0.810601419,0.929226017,NRXN2
20.00147846,0.082194804,0.153201792,0.536513331,0.591603825,0.794815382,ITGAE
6.242701101,0.082132936,0.159716804,0.514241047,0.607083473,0.807087679,OGFOD1
9.598747885,0.078539245,0.156859764,0.500697199,0.616584244,0.815647038,QSOX1
8.721117403,0.07323805,0.190420125,0.384612974,0.700524181,0.862432697,NPTN
7.920659862,0.069202972,0.237173536,0.291782016,0.770453296,0.902627835,HYOU1
11.95135306,0.067762962,0.281218563,0.240961908,0.80958464,0.929226017,SERPING1
15.06499986,0.067166999,0.456085001,0.147268599,0.882920017,0.956514718,TM4SF1
25.90109105,0.065320119,0.121465229,0.537768052,0.590737191,0.794815382,LRPAP1
32.30973237,0.065124285,0.175822519,0.370397862,0.711086067,0.867403502,AKR1C3
18.95128177,0.063789188,0.152459833,0.418399961,0.675654715,0.853011209,MYL6B
15.52702112,0.063365836,0.182516702,0.347178286,0.728457382,0.875244284,HGSNAT
206.2669057,0.05966849,0.183281569,0.325556413,0.744759995,0.885510768,CD44
15.02106992,0.059116652,0.130685957,0.452356575,0.651012125,0.837614634,ERGIC2
19.63487207,0.058364967,0.302598422,0.192879283,0.84705351,0.94065525,CALCRL
24.33701167,0.056746292,0.141765964,0.400281492,0.688949198,0.860110014,MFNG
