gene,lspc_pct,hspc_pct,log2FC,padj
ACVR2A,1.6851188537935526,1.829957849285494,,
ACVRL1,0.04884402474763921,0.020561324149275213,,
ADAM10,29.770433083686097,22.792227819471574,0.1791265882875393,0.4591107473789507
ADAM11,0.43145555193747964,0.287858538089853,,
ADAM12,0.61055030934549,0.4317878071347795,,
ADAM15,20.0179094757408,19.718309859154928,0.166832085222485,0.6952784241222658
ADAM17,35.875936177141,31.06816078955485,0.2041675465459474,0.6222916246314824
ADAM19,1.3920547053077175,0.4420684692094171,,
ADAM22,1.3187886681862586,2.611288166957952,,
ADAM28,30.682188212308695,25.81474246941503,-0.4038380209662271,0.3991975142978117
ADAM32,0.366330185607294,0.575717076179706,,
ADAM8,20.327254965809182,22.00061683972448,0.3244119550066023,0.4487845801208461
ADAM9,3.1911429501790947,8.16284568726226,,
ADAMTSL4,13.041354607619668,6.024467975737638,0.2253187150037228,0.7390408847937817
ADCY2,3.655161185281667,0.7710496555978205,,
ADCY3,5.340280039075219,6.322607175902128,-0.0895204328388871,0.8702173504975707
ADCY6,5.307717355910127,2.4056749254652,0.0030951045458127,0.9933429173137308
ADCY7,14.913708889612504,7.607689935231829,0.3178213975881442,0.4478750551956151
ADCY9,1.2373819602735265,0.7710496555978205,,
ADIPOR1,25.02442201237382,30.33823378225558,-0.0181729534412165,0.9565147178163907
ADIPOR2,21.361120156300878,19.358486686542612,-0.258014290185607,0.3763254829267217
ADM,0.7815043959622273,4.739385216407936,,
ADM2,0.6919570172582221,1.0383468695383982,,
ADORA2A,1.4734614132204493,1.963606456255783,,
ADORA2B,1.1559752523607945,2.816901408450704,,
ADORA3,0.8873331162487789,0.1439292690449265,,
ADRA2A,0.46401823510257245,7.73105788012748,,
ADRB1,3.2644089873005537,0.39066515883622904,,
ADRB2,8.148811462064474,4.821630513005037,-0.4628234302228264,0.6028841318466783
AEBP1,5.437968088570498,7.977793769918783,-0.2319640111966742,0.7355398945263162
AGER,2.718984044285249,1.9944484424796958,,
AGPS,23.420709866493,20.324868921558547,-0.2026164280110037,0.5720649661792402
AGRN,1.4408987300553566,0.5654364141050684,,
AGRP,0.040703353956366005,0.03084198622391282,,
AKAP11,20.319114295017908,12.254549192968026,-0.0450662559063626,0.931669701220502
AKR1B1,14.588082057961577,20.211781638737534,-0.258029048768417,0.5036482430605155
AKR1C3,33.70237707587105,38.07957232445769,0.0651242852063241,0.8674035015133661
ALCAM,20.009768804949527,18.844453582810733,-0.1054000171131832,0.8316828115718896
ALDH1A1,13.122761315532399,22.309036701963606,-0.5222022576527512,0.5243283517089661
ALDH1A2,0.0162813415825464,0.0,,
ALDH1A3,0.05698469553891241,0.11308728282101367,,
ALOX5,9.752523607945294,1.0177855453891231,,
ALOX5AP,12.2110061869098,1.0177855453891231,2.074647887560691,0.0108421181233017
AMH,0.30934549006838163,0.3289811863884034,,
AMIGO1,0.10582872028655162,0.10280662074637607,,
AMIGO2,0.8140670791273201,0.4112264829855043,,
AMN,10.957342885053729,3.4131798087796854,0.3517115739207744,0.6222916246314824
ANGPT1,48.62422663627483,45.11154518350982,-0.0257355944155016,0.963937306446401
ANGPT2,6.309019863236731,1.3467667317775265,0.4559186048740979,0.5688970104573631
ANKH,2.2793878215564964,3.13560193276447,,
ANO6,17.16867469879518,12.24426853089339,-0.2038986130553083,0.6880963208208429
ANO7,1.6037121458808206,0.575717076179706,,
ANO9,1.9781830022793878,1.1308728282101368,,
ANPEP,15.605665906870726,6.476817107021692,0.5229542411991094,0.2760057614970705
ANTXR1,0.0651253663301856,0.041122648298550425,,
ANTXR2,37.77271247150765,28.683047188238923,0.1884035175864747,0.560630268357977
ANXA1,83.14881146206447,62.16716356533361,0.7506380194139955,0.0484947525987226
APH1A,41.9814392705959,44.24796956924026,0.0948397002466034,0.6250129031579988
APH1B,13.342559426896777,12.665775675953531,-0.0887725557626257,0.7693380836391776
APLF,5.307717355910127,4.965559782049964,0.2234043605568776,0.6477234984156389
APLN,0.05698469553891241,0.010280662074637606,,
APLP2,55.503093454900686,60.08018916418217,-0.0033295747225338,0.9900336640387314
APMAP,24.853467925757084,23.573558137144033,0.1474083795446756,0.6975215377547986
